SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3
104930,1,Revolving loans,M,Y,N,2,320678.0407239326,1799441.3927460809,89799.43436996253,Working,Secondary / secondary special,Married,Municipal apartment,0.0007529247361647,-15659,-2609,-12662,-2486,2,2,0.4167970668549663,0.5913053216085882,
104931,0,Cash loans,F,Y,N,1,114048.20293971988,535158.8779322696,21979.743819268853,State servant,Higher education,Single / not married,House / apartment,0.0130497411718315,-23924,-1271,-8702,-3537,2,2,,0.5343230321165198,
104932,0,Cash loans,M,Y,Y,0,189259.74480812377,550900.385722039,23409.532133712688,Working,Secondary / secondary special,Civil marriage,House / apartment,0.0537218989509678,-18490,-10574,-13733,-714,2,2,0.5701281042148875,0.2778542176692837,
104933,1,Revolving loans,F,N,Y,0,192228.310615404,1010322.3246288606,47627.51013992566,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0129373437604434,-22365,-5177,-5336,-581,2,2,,0.3821584553946923,0.4604680353399858
104934,0,Cash loans,M,Y,Y,3,228371.24255865227,941819.3274818496,47645.62541264476,Working,Secondary / secondary special,Married,House / apartment,0.0585092122741848,-19974,-876,-6222,-4840,2,2,0.3677920475589575,0.6335847448876661,0.4934231255427796
104935,0,Cash loans,M,Y,Y,1,159005.40767831323,406232.9205944262,26220.53267793516,Pensioner,Higher education,Married,Municipal apartment,0.0336926831836674,-19747,365243,-3347,-3959,2,2,,0.5770950356501515,0.4859674462952213
104936,0,Cash loans,F,N,Y,0,232513.02321573425,1006677.3588834498,53879.086977150415,Working,Secondary / secondary special,Married,House / apartment,0.0085002957076281,-19278,-10857,-9904,-768,3,3,0.3245240224749746,0.5298085535958476,0.4174886839928713
104937,0,Revolving loans,M,Y,N,0,97208.16024572798,450132.17646652856,18538.962264960974,Working,Secondary / secondary special,Married,House / apartment,0.0661433635736682,-23566,-7667,-13293,-4012,2,2,0.2097420887689516,0.6406737465252572,0.7078006869553246
104938,0,Cash loans,M,Y,Y,1,129585.48212276831,390991.4317063221,12979.226450540897,Working,Higher education,Married,With parents,0.0366556472493769,-11706,-1257,-10004,-3806,2,2,0.7903340195869725,0.3475553989145726,0.3493252881936133
104939,0,Cash loans,F,N,Y,0,63321.09456876135,183818.7524966445,12553.790870075984,Working,Secondary / secondary special,Married,House / apartment,0.0590813800168235,-10559,-7739,-15714,-399,2,2,0.3393961281524938,0.4265477794802776,0.8498158661863514
104940,0,Cash loans,F,Y,Y,0,116439.48659729926,391087.74753559503,29237.383456038537,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0431712678044349,-15373,-3091,-3723,-791,2,2,,0.5711555671046541,0.48779650543051
104941,0,Cash loans,F,Y,Y,0,87070.7086000701,491011.5748733589,29345.038367364126,Commercial associate,Secondary / secondary special,Married,House / apartment,0.02087879390539,-8866,-6926,-15862,-4179,2,2,,0.4935192108756595,0.2918936328789572
104942,0,Cash loans,F,N,Y,0,157239.51352905034,744742.5434307321,47407.94033043368,Working,Secondary / secondary special,Married,House / apartment,0.0511248061003357,-13534,-9282,-2486,-1204,2,2,0.2861786224944063,0.6768434255958488,0.4363464871541054
104943,0,Cash loans,M,Y,Y,0,218170.4290030404,1065725.1293999068,50791.56220027869,Pensioner,Secondary / secondary special,Separated,House / apartment,0.0339763735120421,-19827,365243,-4996,-5057,2,2,0.6347859095924953,0.5762530212319246,0.6685780032585067
104944,0,Cash loans,M,Y,Y,0,176717.96054298873,987295.998843247,49352.57564713054,Working,Secondary / secondary special,Married,House / apartment,0.0658245372887364,-12571,-7242,-9102,-4614,2,2,0.5832084717980259,0.2620346079746009,0.6203435598427072
104945,0,Cash loans,F,N,N,1,196833.05921489047,1103508.400335295,61822.68814613395,Working,Secondary / secondary special,Single / not married,House / apartment,0.0229652737583168,-10046,-1483,-4455,-4586,2,2,0.8191006518631192,0.6048612200387185,
104946,0,Revolving loans,F,N,N,0,139772.63855644202,445217.3331780709,14079.954653232133,Working,Secondary / secondary special,Married,With parents,0.05659093420223,-18122,-2926,-10813,-987,2,2,0.7267450809167832,0.326993198495299,
104947,0,Cash loans,F,N,Y,0,124196.77681429764,480409.5275340802,25931.215165459525,Working,Secondary / secondary special,Married,House / apartment,0.0178254988721252,-17509,-9173,-6290,-5293,2,2,0.3653603508198647,0.8099308184293075,0.3655776998488873
104948,0,Cash loans,F,N,N,2,74125.04009265632,284804.2968948197,15817.738780247651,Working,Secondary / secondary special,Married,House / apartment,0.0239627441289681,-18383,-6009,-5739,-3025,2,2,,0.3554193636116487,0.4947455782835326
104949,0,Cash loans,F,Y,Y,1,50905.096788644594,292910.8257280032,21633.25436866885,Pensioner,Secondary / secondary special,Married,Municipal apartment,0.0202674112772251,-19102,365243,-12138,-1470,2,2,,0.5880395429075623,0.5372600874417726
104950,1,Cash loans,F,N,Y,1,62694.63039084015,349148.8994868064,12613.966817467714,Pensioner,Secondary / secondary special,Married,With parents,0.0599635947429287,-23435,365243,-11542,-4317,1,1,0.2503867240763739,0.8078739665524695,0.2552442184365924
104951,0,Cash loans,F,N,Y,0,95649.8175706681,373509.54130001256,17551.7687232931,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.0566288838361365,-8545,-996,-11397,-3845,2,2,0.3944916891472829,0.7617260513882952,0.3798609307981277
104952,0,Cash loans,M,N,Y,0,210278.7587788408,1222862.40507916,57738.86488544123,Pensioner,Higher education,Married,House / apartment,0.0273113043148026,-20557,365243,-12271,-2226,2,2,,0.6811348962355778,0.1915283578971917
104953,0,Cash loans,F,N,N,0,72086.24182561909,203615.48416126147,9641.032518971182,Working,Secondary / secondary special,Married,House / apartment,0.0638789088874117,-24540,-8861,-15413,-4095,2,2,0.5831250266834741,0.2921000274968703,0.6546259676528281
104954,0,Cash loans,F,Y,Y,1,88358.11067285469,422679.5212060071,14997.604419329617,State servant,Secondary / secondary special,Married,House / apartment,0.0503531318729053,-14706,-582,-15367,-5020,2,2,0.681626648049934,0.735748194627067,0.49575753701082
104955,0,Cash loans,F,Y,N,0,105323.02910462876,547786.7602386847,30036.10969840897,Working,Secondary / secondary special,Widow,House / apartment,0.0078180528461596,-10185,-6490,-10253,-5152,2,2,,0.6408066673611994,0.1980659407539019
104956,0,Cash loans,M,N,Y,0,253750.04878650425,715086.7532537105,36596.5507337185,Commercial associate,Secondary / secondary special,Married,House / apartment,0.012628519490382,-14112,-8497,-3681,-3811,2,2,0.7426588095557171,0.7980257306978961,0.512622526197745
104957,0,Cash loans,M,N,N,0,130727.29985770713,666267.0868971383,31940.636024281284,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0387636319415734,-11960,-7123,-5150,-1905,2,2,0.5082150553588222,0.5243949166844096,0.5544143572927156
104958,0,Cash loans,M,N,Y,0,142556.58991756386,829325.9580509365,42874.64180481721,Working,Lower secondary,Married,House / apartment,0.0250731573517612,-13618,-10754,-12870,-4878,3,3,0.5922250352390658,0.5875315044938959,0.4698357559347403
104959,0,Cash loans,F,N,Y,3,163627.85694485213,570998.1938793799,30749.827778863782,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.054881001408251,-23621,-6258,-15284,-1021,2,2,,0.3551293634275134,
104960,0,Cash loans,F,Y,Y,0,267656.49577048013,756293.5475069819,45244.16265110979,Working,Secondary / secondary special,Widow,House / apartment,0.0474860045058039,-18795,-5556,-9512,-5474,2,2,,0.8246063371333442,0.3667931160677729
104961,0,Cash loans,F,N,N,0,138948.54956851277,803320.0357234132,39683.08130278189,Working,Secondary / secondary special,Married,House / apartment,0.0431392488571642,-17386,-3176,-8655,-4714,2,2,0.7333579785949867,0.5201828909201303,0.352790175842626
104962,0,Cash loans,F,N,N,1,55125.11084139719,260890.3721158021,19703.58540466967,Working,Secondary / secondary special,Single / not married,House / apartment,0.0555556580916719,-11112,-6397,-9480,-4735,2,2,,0.3651275260658395,0.5197045428967793
104963,0,Cash loans,M,Y,Y,0,141983.26281807886,637877.904129497,27829.871411553475,State servant,Incomplete higher,Married,House / apartment,0.0325830556793792,-19433,-10816,-5625,-4580,2,2,0.6697890717912328,0.6071687656287208,
104964,1,Cash loans,M,Y,Y,0,273824.08465062367,1656569.355167677,79723.34992914775,Commercial associate,Higher education,Widow,House / apartment,0.0184391292363886,-19523,-4985,-5225,-4201,3,3,,0.580188741497812,0.1288134069318811
104965,0,Cash loans,F,Y,Y,1,183600.0139295753,800769.6610986405,48043.0492461329,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.002161247506422,-15283,-4327,-5382,-1621,2,2,0.5846074699417686,0.4115039282837126,0.2973858355628086
104966,0,Cash loans,F,Y,Y,0,148377.33846449936,732735.3534038019,42729.63986417085,Working,Secondary / secondary special,Married,House / apartment,0.022581287292958,-18401,-7453,-1662,-862,2,2,0.5919147730284582,0.7874173839799443,0.4571354317817991
104967,1,Revolving loans,M,Y,Y,2,159033.60212211774,678049.8563855237,25424.56881661255,Working,Secondary / secondary special,Single / not married,House / apartment,0.0382639605841745,-10452,-3265,-5284,-16,2,2,0.502628005793402,0.5950335893165989,0.4673350051633795
104968,0,Cash loans,F,Y,N,0,53178.94795768994,252729.76519711976,2000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0678866227863282,-8866,-737,-8625,-313,1,1,0.3629542398125528,0.4953482479698802,0.5143679834820061
104969,0,Revolving loans,F,Y,Y,0,49598.10912727661,188719.113456652,16976.536078807094,Commercial associate,Incomplete higher,Married,House / apartment,0.0623671200009493,-10262,-8005,-7064,-4315,1,1,0.4065345152826656,0.6001477363887507,0.5753353925465359
104970,0,Cash loans,M,Y,Y,0,208367.18336978933,662399.1631362747,32470.9007009651,Commercial associate,Higher education,Separated,House / apartment,0.031639736786466,-10896,-10246,-9367,-2792,2,2,0.643325221198269,0.5096501388503202,0.3146702591219378
104971,0,Cash loans,F,Y,N,1,253428.670789338,1485692.2914595203,71139.83706724676,State servant,Secondary / secondary special,Civil marriage,House / apartment,0.0248338254582113,-23284,-4942,-6019,-947,2,2,0.5733021030867369,0.6064719850052503,0.2165316632356357
104972,1,Cash loans,M,N,Y,0,97270.72606040628,450147.5617709991,23802.893063598243,Working,Secondary / secondary special,Married,House / apartment,0.0069760386626876,-20191,-4408,-14413,-5069,2,2,,0.3175495837231851,0.2488424621727528
104973,0,Cash loans,F,N,Y,0,146773.5161613153,579931.7854428169,26074.964259951863,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.044910980210256,-17474,365243,-6827,-3224,1,1,,0.8183149629005738,0.4972296682109047
104974,0,Cash loans,M,N,N,0,181751.81594714904,979430.1106344356,48998.20736329108,Commercial associate,Higher education,Civil marriage,House / apartment,0.0348897016539074,-13424,-1471,-6319,-1702,2,2,0.5542032278200097,0.4354036609298531,0.7476421164913508
104975,0,Cash loans,M,N,N,0,305600.16772282275,1125129.8528914496,54798.42832710787,Working,Secondary / secondary special,Married,House / apartment,0.0026579607763543,-23511,-1898,-4283,-4054,2,2,,0.7339559070143399,
104976,0,Cash loans,M,Y,Y,0,128031.2565115657,570428.2861893823,26652.82918355712,Working,Higher education,Married,House / apartment,0.0129942404172385,-16995,-8277,-1715,-4276,2,2,0.3915264221494589,0.5282987750563318,
104977,0,Cash loans,F,Y,Y,0,192699.4513674657,672709.3382886937,24004.41052257864,State servant,Secondary / secondary special,Married,House / apartment,0.0243957019352853,-13015,-10816,-5799,-3332,1,1,0.6702173517344714,0.6506794311007756,0.1052803936227596
104978,0,Cash loans,F,N,Y,0,360985.478350176,1919081.5555998825,90801.45593833836,Working,Secondary / secondary special,Married,House / apartment,0.0698004274224339,-18464,-1544,-14124,-3654,1,1,,0.5708365206176701,0.2827543167072862
104979,0,Cash loans,F,N,Y,0,115818.03354770564,411439.0508746348,26110.058497214468,Working,Secondary / secondary special,Separated,House / apartment,0.0398346390686016,-8639,-10718,-4166,-2430,2,2,0.3041284491169951,0.7484867481152059,0.1781805489373926
104980,0,Cash loans,F,Y,Y,0,137640.03500958194,412418.85064237536,24463.85252924068,Commercial associate,Secondary / secondary special,Married,With parents,0.0286402982986822,-22913,-8534,-906,-3039,2,2,,0.453328161814669,0.2822956919604211
104981,1,Revolving loans,M,N,N,1,76665.83728440979,394656.702777754,20787.662539722955,Pensioner,Incomplete higher,Separated,Municipal apartment,0.0350971247235389,-12553,365243,-7175,-1144,3,3,0.6843268964114854,0.6860867098061993,0.3863426279496701
104982,0,Cash loans,F,N,N,0,78618.25842682766,420778.4420500298,25046.20410789725,Working,Secondary / secondary special,Married,House / apartment,0.0096495790322891,-16727,-9586,-8394,-4905,1,1,0.4853713999720532,0.5131522135192574,0.5544248663122217
104983,0,Cash loans,M,Y,Y,0,206431.3966951202,565089.1488664424,28627.6925696352,Working,Higher education,Married,House / apartment,0.0523776121355942,-18678,-9265,-131,-3997,2,2,0.7147869059961739,0.5065842108719701,0.5371895044862203
104984,0,Cash loans,F,N,Y,1,242059.910598514,740099.6887606403,28458.84776315528,Working,Secondary / secondary special,Married,House / apartment,0.0607870268150056,-19831,-7100,-3023,-4568,3,3,0.515270585462809,0.5291589936431846,
104985,0,Cash loans,F,N,Y,3,238425.76955807832,932166.3694015652,41045.97325342389,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0562145047947947,-23643,-8266,-14751,-4041,2,2,0.5050535292017464,0.8292793577016094,
104986,0,Cash loans,M,N,Y,0,79493.67687574634,478152.947173618,26357.4561788213,Working,Secondary / secondary special,Married,House / apartment,0.0680820125625321,-10861,-10797,-5228,-1546,2,2,,0.5145863127562227,0.2416945454597805
104987,0,Cash loans,F,N,Y,0,120228.93243060818,435040.4004102952,13035.546305831833,Working,Secondary / secondary special,Civil marriage,House / apartment,0.0616756659280159,-14204,-5378,-3787,-5363,2,2,0.23484579813062,0.2675623290219909,0.2359207549935222
104988,0,Cash loans,M,N,Y,0,169267.90026331195,941795.2759697292,43071.79104585066,Working,Secondary / secondary special,Married,House / apartment,0.0328822081665743,-9242,-8851,-5375,-288,1,1,0.3488700825199659,0.3473999750953916,
104989,0,Cash loans,F,N,N,0,42695.36535702128,246070.4045839753,8737.429548070213,Working,Secondary / secondary special,Married,House / apartment,0.0032372722743998,-21337,-5947,-4285,-2748,2,2,0.5964903577518804,0.5473667076317827,0.477163117785259
104990,1,Cash loans,M,N,Y,0,167458.33138071836,928166.9910666104,47682.36585071215,Commercial associate,Higher education,Married,House / apartment,0.0252103842429691,-13485,-7104,-5050,-3707,2,2,0.4941116714603197,0.3227427686500742,
104991,0,Revolving loans,F,N,Y,0,341203.4640162124,917223.1144292604,44845.79588744056,Commercial associate,Secondary / secondary special,Married,Rented apartment,0.0091511924854118,-12096,-8269,-9153,-939,1,1,0.4249838679105287,0.5243549043248917,0.6262125050729755
104992,1,Cash loans,M,Y,Y,2,235236.3562464924,1377077.1868706944,69786.35189239509,Working,Secondary / secondary special,Married,With parents,0.056329678298479,-13778,-2301,-7745,-3830,3,3,0.247794746148449,0.1962711087812507,0.3884974865994793
104993,0,Cash loans,F,N,Y,0,39928.41325077673,163905.78699926758,10579.770401800117,Working,Secondary / secondary special,Single / not married,House / apartment,0.0602591698878132,-14761,-7326,-7542,-3007,2,2,0.3048335170673861,0.7763003132266886,
104994,0,Cash loans,F,N,N,0,162538.8243498455,700156.4876474073,36796.533502341175,Working,Higher education,Married,House / apartment,0.0288482472836559,-11264,-537,-421,-4655,2,2,,0.5446987407979683,0.6684849485745193
104995,0,Cash loans,M,N,Y,2,148446.77617088886,409309.4710512651,24774.00630359308,Working,Higher education,Widow,House / apartment,0.0098067130603766,-13168,-3620,-8965,-4574,2,2,0.2909314761574783,0.3990336590876762,0.4987985384334375
104996,0,Cash loans,M,N,Y,0,152638.9407383662,702716.2873087907,35967.314853515585,Working,Incomplete higher,Widow,House / apartment,0.0535899735952391,-11078,-2012,-7943,-2813,2,2,,0.3032907129540484,0.5275014069370619
104997,0,Cash loans,F,N,N,0,140584.87231356357,641416.555739961,27113.51185033897,Working,Secondary / secondary special,Civil marriage,House / apartment,0.0253802999744324,-14674,-6234,-11973,-4594,2,2,0.5143682436787251,0.571746722942148,0.3707936505039106
104998,0,Cash loans,F,N,Y,0,113184.17823793912,456671.70549642935,16591.119468321464,Pensioner,Higher education,Civil marriage,House / apartment,0.0364103517365853,-18036,365243,-11961,-5069,2,2,0.3104069681245059,0.6271584576865757,0.2809307206883195
104999,0,Cash loans,F,Y,Y,0,41661.237331287724,249083.9468285497,14462.445104925971,Working,Secondary / secondary special,Civil marriage,House / apartment,0.0016157281336711,-22455,-5536,-14653,-1312,2,2,0.5364707525904283,0.7126142019135032,0.5435085760029379
105000,0,Cash loans,F,Y,Y,0,155664.8795469242,639867.7633389529,31453.99084355739,Pensioner,Higher education,Married,House / apartment,0.0567003817600948,-18006,365243,-4036,-4188,1,1,0.5151488535961458,0.6936115547419919,0.4599039124638567
105001,0,Cash loans,M,N,Y,0,182351.5134258521,438094.61112825485,21825.534365301275,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.0675080383529171,-19765,-960,-5018,-4424,2,2,0.5608970720878513,0.8968365641078968,0.3068903158647667
105002,0,Cash loans,F,N,Y,0,100943.84660868322,285415.2716807376,10962.792746786525,Pensioner,Secondary / secondary special,Married,House / apartment,0.0398056182764497,-10242,365243,-4000,-1862,2,2,0.4134117681209704,0.5095875153402076,
105003,0,Cash loans,F,N,N,1,250017.7201884286,747669.7342364944,37032.62867240996,Pensioner,Secondary / secondary special,Married,House / apartment,0.0144125293813472,-23495,365243,-8900,-663,1,1,,0.2618768927360083,0.5262029581076918
105004,0,Cash loans,M,N,Y,0,58683.08837289344,312647.70583252324,8023.457924055268,Working,Secondary / secondary special,Single / not married,With parents,0.0416364688613867,-21820,-424,-12245,-3463,3,3,,0.4789005296124972,0.544281657025609
105005,0,Cash loans,F,Y,Y,1,56237.51248841005,224759.54666526173,4205.102077052571,Working,Secondary / secondary special,Married,House / apartment,0.0650647216547473,-22474,-1233,-7332,-2031,2,2,,0.4656588743970678,0.5378546383609291
105006,0,Cash loans,M,N,Y,0,139036.76020431163,815406.7921971119,55415.64881670791,Working,Secondary / secondary special,Married,House / apartment,0.0252101281869862,-12666,-5938,-15063,-387,2,2,,0.6919541231237424,0.5685727733475288
105007,0,Cash loans,M,Y,N,0,94764.14415312944,373676.9195684744,7888.847449478026,Working,Secondary / secondary special,Single / not married,With parents,0.0511198581730211,-17091,-450,-3511,-3341,1,1,0.327475698879732,0.5593780458742217,0.258256082632915
105008,0,Cash loans,F,Y,Y,0,216646.13997803512,864003.3707539466,37976.44310947431,Working,Higher education,Married,House / apartment,0.0592918435904736,-10271,-4167,-4074,-680,2,2,0.4353663866361473,0.6835987435866662,0.1345685143117605
105009,0,Cash loans,M,N,Y,3,107604.38040102746,553847.6020229681,21809.82712670905,Working,Higher education,Single / not married,House / apartment,0.0119056232318628,-22345,-7653,-4167,-2987,2,2,,0.7538434741523125,0.5382189011891637
105010,0,Cash loans,F,N,Y,0,262765.90535554,1033681.100442168,45798.64668123309,Working,Secondary / secondary special,Married,House / apartment,0.0322486956330504,-24376,-1136,-6927,-4425,2,2,0.4942211526918487,0.6247171324335091,0.4990336926463911
105011,0,Cash loans,F,N,Y,1,92872.86058306466,366329.8029687129,15974.4050434922,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.001456721717657,-18394,-2789,-6984,-3493,2,2,0.5834037095534536,0.6276850933313274,0.7159766256724459
105012,0,Cash loans,F,N,Y,0,143179.44475148208,543060.9172848983,20568.04035664565,Pensioner,Secondary / secondary special,Married,House / apartment,0.060881709025409,-12474,365243,-15272,-5206,2,2,0.6827513409083905,0.5237579162062098,
105013,0,Cash loans,F,Y,Y,3,49402.19677373181,108373.65194589764,8901.779780310957,Commercial associate,Higher education,Single / not married,House / apartment,0.0465694323058672,-17140,-6937,-457,-3771,2,2,0.229905369049144,0.7310071719064646,
105014,0,Cash loans,F,N,Y,0,129751.01946224786,427448.5321826686,21758.557904307923,Working,Higher education,Married,House / apartment,0.0175605086357478,-16116,-8997,-3720,-1552,3,3,0.6224909277403464,0.450941634232159,0.5741083292183906
105015,0,Cash loans,F,N,N,0,138184.79087313634,666988.5961387915,35591.0162627878,Working,Secondary / secondary special,Married,House / apartment,0.0619120211690686,-14420,-6491,-5574,-1517,2,2,,0.3822691038993439,
105016,0,Cash loans,M,Y,Y,1,243967.31966004663,1113201.636946228,56888.69340814596,Commercial associate,Higher education,Married,House / apartment,0.0045099466224166,-11019,-5794,-4655,-3553,2,2,0.5677614694588698,0.3354960620269539,0.4867905063155414
105017,0,Cash loans,M,N,Y,0,62596.08767578054,275169.19113390066,10227.069393940625,Working,Higher education,Married,House / apartment,0.0050339876684842,-13028,-1527,-10574,-3874,2,2,,0.5554619822466509,0.2854102836432933
105018,0,Cash loans,M,N,Y,1,115671.24999364887,350362.943608413,13566.80308621942,Working,Secondary / secondary special,Separated,House / apartment,0.0137710281540591,-23770,-6800,-5901,-1842,2,2,,0.6123708919005115,0.4258193345718401
105019,0,Cash loans,F,N,Y,0,275520.2687982539,1127656.8367124558,62957.380472189696,Commercial associate,Secondary / secondary special,Widow,With parents,0.0199393576208538,-14880,-2341,-12083,-3056,2,2,0.5191521595954063,0.6331715603114914,
105020,1,Cash loans,F,Y,Y,1,294399.65604143584,1685196.2053013244,84826.23064639219,Pensioner,Secondary / secondary special,Widow,House / apartment,0.0488270547866814,-10855,365243,-11739,-3656,2,2,,0.6978212697151104,0.3470641053256661
105021,1,Cash loans,F,N,Y,0,87799.97193903675,515021.4711520984,26355.193656909603,Commercial associate,Secondary / secondary special,Single / not married,With parents,0.0525367500034582,-16388,-2531,-10539,-102,2,2,0.4329761485973507,0.1991689637567987,0.2747491056834231
105022,0,Cash loans,F,N,Y,0,94575.62730409025,390094.3702911702,19996.27512388244,Commercial associate,Secondary / secondary special,Married,With parents,0.0079303249758556,-8907,-9816,-14120,-3413,3,3,,0.7095963980771668,0.6289359143465904
105023,1,Revolving loans,F,N,Y,0,56963.46083394255,319293.197121049,16400.869407537568,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0618727400846837,-14575,-2715,-9926,-1265,2,2,0.2226197862008516,0.3208716174146816,0.2874474716154609
105024,0,Cash loans,M,N,Y,1,46096.78150633494,299691.71419749415,7728.158342113912,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0539717559745297,-19352,-4637,-16267,-374,3,3,,0.6387727255315807,0.4988003549667031
105025,0,Revolving loans,F,N,N,0,109705.91533907264,534393.2259524653,28588.75781899557,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.0455113007938144,-12200,365243,-1570,-4872,2,2,,0.653382393738992,0.6746387815169765
105026,0,Cash loans,F,Y,Y,0,96506.03065005144,491736.34379982,37399.65196225411,Working,Secondary / secondary special,Married,House / apartment,0.0014467866840428,-8011,-4225,-13328,-5400,3,3,,0.6873309113395074,0.5324420884959675
105027,0,Cash loans,F,N,Y,0,373532.2937832277,1394469.0960043212,70072.5522508427,Commercial associate,Incomplete higher,Married,House / apartment,0.0071301938947657,-16014,-4401,-4598,-1623,3,3,0.559070782393514,0.7747536392728117,0.157326158836433
105028,0,Cash loans,F,N,Y,1,158554.6513009025,934060.7149783408,55361.2311043956,Working,Secondary / secondary special,Single / not married,With parents,0.0390306585115551,-20169,-9731,-10536,-744,2,2,0.2759456718014361,0.4430420357904102,0.6248209569466517
105029,0,Cash loans,F,Y,N,0,120052.03834404504,479571.0519079804,24700.64057280984,Working,Higher education,Married,House / apartment,0.0552632077164595,-18419,-10672,-15319,-4606,2,2,0.640212450108618,0.5911971196720953,0.2423082391993493
105030,0,Cash loans,F,Y,Y,0,184979.40440535636,888050.7472565372,45916.13746168745,State servant,Higher education,Widow,House / apartment,0.0548486768679737,-9953,-3323,-8116,-228,2,2,,0.4384679745086193,0.58180500718781
105031,0,Cash loans,M,Y,Y,0,222844.26823859935,705519.4185243574,36891.03880016946,Pensioner,Higher education,Married,House / apartment,0.0526549771899352,-22113,365243,-6382,-1605,3,3,,0.5932405443413675,
105032,0,Cash loans,F,N,N,0,244467.5024738119,1370391.1542955316,58821.899057513474,Working,Secondary / secondary special,Married,House / apartment,0.0210519604177859,-18807,-9098,-14965,-5446,2,2,0.5288032389763317,0.6649564339292893,0.1691566568429945
105033,0,Cash loans,M,N,Y,1,151719.72704508906,452486.4182820482,15065.145998403545,Pensioner,Higher education,Civil marriage,House / apartment,0.0096280522013574,-16272,365243,-11835,-2518,2,2,0.6956056260430489,0.2774080373636401,
105034,0,Cash loans,F,N,Y,0,131687.27507938657,614948.063244153,29855.98187491004,Working,Secondary / secondary special,Separated,House / apartment,0.0047328101332446,-19747,-977,-2855,-362,2,2,0.5886399907641466,0.7950286310155975,
105035,0,Cash loans,F,Y,Y,1,144219.9175271309,594642.5143747344,38385.18722028907,Working,Secondary / secondary special,Widow,House / apartment,0.0346828861266528,-20842,-10137,-15260,-2440,2,2,0.5605011813985867,0.5193898581502291,0.7240255154470697
105036,0,Cash loans,M,N,Y,0,129412.99196032714,362484.09993491473,15812.145197602482,Pensioner,Higher education,Married,With parents,0.0314693338870437,-22400,365243,-11957,-4612,3,3,0.5478081618413218,0.5291423733827759,0.3394458841259912
105037,0,Cash loans,F,N,N,1,102271.4843485884,464034.23098182015,25802.012037366265,Pensioner,Secondary / secondary special,Married,House / apartment,0.0432024452864907,-7745,365243,-9698,-4557,1,1,0.6318212524754692,0.689596358062161,0.496608298967531
105038,1,Revolving loans,F,N,Y,0,224491.97771099053,690113.0286322023,29833.126748241848,Pensioner,Secondary / secondary special,Married,House / apartment,0.0426209463289711,-22501,365243,-1188,-4457,2,2,,0.4605791510393205,0.2000196397515259
105039,0,Cash loans,M,N,Y,0,121003.10068077156,505109.0480709999,29995.99445261981,State servant,Secondary / secondary special,Civil marriage,Co-op apartment,0.0590593415740241,-22340,-9660,-10599,-3043,1,1,,0.3225497485902605,
105040,0,Revolving loans,F,Y,Y,0,80244.10474584687,282942.3494781273,6788.762687880776,Working,Secondary / secondary special,Widow,House / apartment,0.0540846211659472,-24736,-3622,-12725,-2586,2,2,0.4507647913431437,0.7961828789390828,
105041,0,Cash loans,F,Y,Y,1,134630.14844164118,306394.6145350517,20724.21171354163,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.042017660657036,-16557,-10787,-8761,-5194,2,2,,0.4960260778522807,0.1574144653803252
105042,0,Cash loans,M,Y,Y,1,190676.1994163696,1206235.6748383583,60112.08362873682,Working,Secondary / secondary special,Single / not married,House / apartment,0.066788369609779,-12998,-9589,-13252,-5314,2,2,,0.7188543642109974,0.3804916722971
105043,0,Cash loans,M,N,N,0,64346.02844718936,333315.7438012367,15730.039159414668,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.0333904223972823,-13337,-6109,-1390,-3097,2,2,,0.6288896445729081,0.3850606029964361
105044,0,Cash loans,F,Y,Y,2,116490.37217104688,305740.1632557339,18741.39086197188,Commercial associate,Secondary / secondary special,Widow,House / apartment,0.0669104609910572,-7670,-5931,-2703,-2635,3,3,0.450817964337422,0.5458119322407881,0.4124733811070923
